demand_node_index,truck_node_index,distance,scaled_demand
demand9,truck4,302.4851544123052,0
demand9,truck11,287.70835916279856,2
demand9,truck17,172.89106888282524,18
demand9,truck18,134.96005763991636,24
demand9,truck19,70.51638792743019,29
demand9,truck21,146.5852478871439,22
demand9,truck22,212.6232648603734,13
demand9,truck25,533.4120906668578,0
demand9,truck26,415.8232984324408,0
demand9,truck27,390.557635816583,0
demand9,truck28,382.47776627548706,0
demand9,truck29,302.2334630493693,0
demand9,truck31,201.38944963598993,14
demand9,truck35,344.33599652297363,0
demand9,truck36,367.4200640252681,0
demand9,truck40,560.7207560701494,0
demand9,truck41,530.9422790892111,0
demand9,truck42,451.683502625784,0
demand9,truck43,477.2714575063013,0
demand9,truck50,656.2053319644314,0
demand9,truck52,274.3421072135124,4
demand9,truck53,300.4409623858533,0
demand9,truck54,229.74013655403567,10
demand9,truck44,262.8951466331399,5
demand9,truck47,276.8559204227223,3
demand9,truck56,160.48166001931162,20
demand10,truck4,250.35222257586392,1
demand10,truck11,235.5754273263573,2
demand10,truck17,226.4163623367013,2
demand10,truck18,188.48535109379242,3
demand10,truck19,124.04168138130625,5
demand10,truck21,92.42170208111656,6
demand10,truck22,160.49033302393215,4
demand10,truck25,586.9373841207339,0
demand10,truck26,469.3485918863169,0
demand10,truck27,444.0829292704591,0
demand10,truck28,436.0030597293631,0
demand10,truck29,355.7587565032453,0
demand10,truck31,254.914743089866,1
demand10,truck35,397.86128997684966,0
demand10,truck36,420.94535747914415,0
demand10,truck40,614.2460495240255,0
demand10,truck41,584.467572543087,0
demand10,truck42,505.20879607966003,0
demand10,truck43,530.7967509601774,0
demand10,truck50,709.7306254183075,0
demand10,truck52,327.86740066738844,0
demand10,truck53,353.96625583972934,0
demand10,truck54,283.2654300079117,1
demand10,truck44,316.42044008701595,0
demand10,truck47,330.38121387659834,0
demand10,truck56,214.00695347318768,3
demand11,truck4,259.3462458818775,8
demand11,truck11,244.56945063237086,11
demand11,truck17,82.60599846203378,38
demand11,truck18,120.46627021482777,34
demand11,truck19,187.11013019741625,21
demand11,truck21,235.6050077901539,12
demand11,truck22,169.48435632994574,25
demand11,truck25,390.8459184999185,0
demand11,truck26,290.7432439516774,2
demand11,truck27,265.47758133581965,7
demand11,truck28,292.1926958546955,1
demand11,truck29,211.94839262857775,17
demand11,truck31,303.9474994753411,0
demand11,truck35,254.05092610218213,9
demand11,truck36,277.13499360447656,4
demand11,truck40,435.6407015893861,0
demand11,truck41,440.9611037871069,0
demand11,truck42,362.0001176413275,0
demand11,truck43,387.5880725218448,0
demand11,truck50,531.125277483668,0
demand11,truck52,149.26205273274894,29
demand11,truck53,149.68702770771952,29
demand11,truck54,139.45506613324417,31
demand11,truck44,172.61007621234842,24
demand11,truck47,186.57085000193078,22
demand11,truck56,277.07540228929764,4
demand20,truck4,344.564202093677,0
demand20,truck11,329.7874068441704,0
demand20,truck17,167.82395467383324,6
demand20,truck18,205.68422642662725,4
demand20,truck19,272.3280864092157,1
demand20,truck21,320.8229640019534,0
demand20,truck22,254.70231254174521,2
demand20,truck25,300.8771501432732,0
demand20,truck26,203.70461640684675,4
demand20,truck27,178.43895379098896,5
demand20,truck28,237.09753532238756,3
demand20,truck29,207.47494007658136,4
demand20,truck31,299.4740469233447,0
demand20,truck35,249.57747355018574,2
demand20,truck36,272.6615410524802,1
demand20,truck40,348.6020740445554,0
demand20,truck41,385.865943254799,0
demand20,truck42,357.5266650893311,0
demand20,truck43,383.11461996984843,0
demand20,truck50,444.08664993883735,0
demand20,truck52,62.22342518791825,9
demand20,truck53,59.7182593510742,9
demand20,truck54,134.98161358124779,7
demand20,truck44,168.13662366035203,6
demand20,truck47,182.0973974499344,5
demand20,truck56,273.60923127900077,1
demand21,truck4,281.9118953243776,4
demand21,truck11,267.135100074871,6
demand21,truck17,105.17164790453386,38
demand21,truck18,143.03191965732785,31
demand21,truck19,209.67577963991633,18
demand21,truck21,258.170657232654,8
demand21,truck22,192.05000577244581,21
demand21,truck25,348.70677106063164,0
demand21,truck26,231.1179788262146,13
demand21,truck27,205.8523162103568,18
demand21,truck28,264.5108977417554,7
demand21,truck29,234.51404207107785,13
demand21,truck31,326.5131489178412,0
demand21,truck35,276.6165755446822,5
demand21,truck36,299.70064304697667,0
demand21,truck40,376.0154364639232,0
demand21,truck41,413.2793056741668,0
demand21,truck42,384.5657670838276,0
demand21,truck43,410.1537219643449,0
demand21,truck50,471.5000123582052,0
demand21,truck52,89.63678760728611,39
demand21,truck53,115.73564277962706,36
demand21,truck54,162.02071557574428,27
demand21,truck44,195.17572565484852,20
demand21,truck47,209.13649944443088,18
demand21,truck56,299.64105173179775,0
demand22,truck4,285.77195145023836,2
demand22,truck11,270.9951562007317,5
demand22,truck17,156.17786592075834,24
demand22,truck18,118.24685467784947,31
demand22,truck19,184.89071466043794,20
demand22,truck21,260.9595746201516,7
demand22,truck22,195.91006189830654,18
demand22,truck25,473.44807328100563,0
demand22,truck26,355.8592810465886,0
demand22,truck27,330.59361843073077,0
demand22,truck28,258.77849198039775,7
demand22,truck29,178.53418875428,21
demand22,truck31,209.77480971731742,15
demand22,truck35,220.63672222788438,13
demand22,truck36,243.7207897301788,10
demand22,truck40,500.7567386842972,0
demand22,truck41,407.5468999128091,0
demand22,truck42,328.5859137670298,0
demand22,truck43,354.1738686475471,0
demand22,truck50,596.2413145785791,0
