demand_node_index,truck_node_index,distance,scaled_demand
demand3,truck3,111.60218227559199,47
demand3,truck7,344.79827151097555,0
demand3,truck8,296.7448225539326,1
demand3,truck9,232.75638164997878,17
demand3,truck10,132.56719072002858,42
demand3,truck11,95.98767009077112,50
demand3,truck12,195.5265387058717,26
demand3,truck13,417.85536504328985,0
demand3,truck14,369.6299811967328,0
demand3,truck15,311.15238624068866,0
demand3,truck16,271.27816942200246,7
demand3,truck18,246.08473739931225,13
demand3,truck20,334.6526180744227,0
demand3,truck21,236.06297266063984,16
demand3,truck22,169.94232120043168,33
demand3,truck23,430.06234248007655,0
demand3,truck27,473.03719447063975,0
demand3,truck29,413.35814280876514,0
demand3,truck30,420.8811345405687,0
demand3,truck31,443.60165909046054,0
demand3,truck33,487.169331632958,0
demand3,truck34,464.63905787208853,0
demand3,truck36,478.544743784664,0
demand3,truck37,559.2884960384617,0
demand3,truck38,563.1073121855944,0
demand3,truck39,684.4496480703472,0
demand3,truck40,643.2003147242061,0
demand3,truck41,642.3708539672944,0
demand3,truck43,588.9978227020323,0
demand3,truck50,738.6848906184882,0
demand3,truck51,697.3867611210457,0
demand3,truck52,356.82166586756915,0
demand3,truck53,364.1197388983477,0
demand3,truck54,340.8648163134315,0
demand3,truck44,374.0198263925358,0
demand3,truck47,387.98060018211817,0
demand3,truck56,402.6938694737822,0
demand4,truck3,60.93566406719175,15
demand4,truck7,352.18402820773247,0
demand4,truck8,304.1305792506895,0
demand4,truck9,240.1421383467357,4
demand4,truck10,149.31968435713762,11
demand4,truck11,112.74016372788016,14
demand4,truck12,202.91229540262862,7
demand4,truck13,425.24112174004676,0
demand4,truck14,377.0157378934897,0
demand4,truck15,318.53814293744557,0
demand4,truck16,257.0396329231545,3
demand4,truck18,231.84620090046423,5
demand4,truck20,320.4140815755747,0
demand4,truck21,221.82443616179185,6
demand4,truck22,155.7037847015837,11
demand4,truck23,437.4480991768335,0
demand4,truck27,458.79865797179184,0
demand4,truck29,399.1196063099171,0
demand4,truck30,406.6425980417207,0
demand4,truck31,429.3631225916125,0
demand4,truck33,472.93079513411,0
demand4,truck34,450.4005213732405,0
demand4,truck36,464.30620728581596,0
demand4,truck37,545.0499595396136,0
demand4,truck38,548.8687756867465,0
demand4,truck39,670.2111115714993,0
demand4,truck40,628.9617782253582,0
demand4,truck41,628.1323174684462,0
demand4,truck43,574.7592862031842,0
demand4,truck50,724.4463541196403,0
demand4,truck51,683.1482246221977,0
demand4,truck52,342.5831293687212,0
demand4,truck53,368.6819845410621,0
demand4,truck54,326.6262798145835,0
demand4,truck44,359.78128989368776,0
demand4,truck47,373.74206368327015,0
demand4,truck56,388.45533297493415,0
demand5,truck3,127.61325184118043,25
demand5,truck7,408.583074014413,0
demand5,truck8,360.52962505737,0
demand5,truck9,283.7935782561626,2
demand5,truck10,183.28222264049484,17
demand5,truck11,179.41775150186882,17
demand5,truck12,269.5898831766173,4
demand5,truck13,453.66521097106886,0
demand5,truck14,405.31652933578533,0
demand5,truck15,332.6307877606969,0
demand5,truck16,247.4418116484211,8
demand5,truck18,222.24837962573082,11
demand5,truck20,310.8162603008413,0
demand5,truck21,212.22661488705845,13
demand5,truck22,146.10596342685028,22
demand5,truck23,438.3505440603864,0
demand5,truck27,449.20083669705843,0
demand5,truck29,389.5217850351837,0
demand5,truck30,397.0447767669873,0
demand5,truck31,419.7653013168791,0
demand5,truck33,463.3329738593766,0
demand5,truck34,440.8027000985071,0
demand5,truck36,454.70838601108255,0
demand5,truck37,535.4521382648802,0
demand5,truck38,539.2709544120131,0
demand5,truck39,660.6132902967659,0
demand5,truck40,619.3639569506248,0
demand5,truck41,618.5344961937128,0
demand5,truck43,565.1614649284508,0
demand5,truck50,714.8485328449069,0
demand5,truck51,673.5504033474643,0
demand5,truck52,332.9853080939878,0
demand5,truck53,359.0841632663287,0
demand5,truck54,317.0284585398501,0
demand5,truck44,350.18346861895435,0
demand5,truck47,364.14424240853674,0
demand5,truck56,378.85751170020075,0
demand6,truck3,241.26473106305843,4
demand6,truck7,423.51905549885964,0
demand6,truck8,375.46560654181667,0
demand6,truck9,298.72955974060926,0
demand6,truck10,198.21820412494148,8
demand6,truck11,236.12703921372204,5
demand6,truck12,335.3719571896049,0
demand6,truck13,468.6011924555155,0
demand6,truck14,420.252510820232,0
demand6,truck15,347.5667692451435,0
demand6,truck16,262.37779313286774,3
demand6,truck18,236.11322237181446,5
demand6,truck20,191.5629593822642,8
demand6,truck21,92.97331396848134,15
demand6,truck22,161.04194491129692,10
demand6,truck23,453.28652554483307,0
demand6,truck27,464.1368181815051,0
demand6,truck29,403.38662778126735,0
demand6,truck30,388.9114351530646,0
demand6,truck31,302.54261436788806,0
demand6,truck33,346.1102869103855,0
demand6,truck34,401.61064717663555,0
demand6,truck36,468.5732287571662,0
demand6,truck37,549.3169810109639,0
demand6,truck38,554.2069358964598,0
demand6,truck39,675.5492717812124,0
demand6,truck40,634.2999384350715,0
demand6,truck41,632.0954438211091,0
demand6,truck43,578.4246222381994,0
demand6,truck50,729.7845143293534,0
demand6,truck51,688.486384831911,0
demand6,truck52,347.9212895784344,0
demand6,truck53,374.02014475077533,0
demand6,truck54,330.8933012859337,0
demand6,truck44,364.048311365038,0
demand6,truck47,378.0090851546204,0
demand6,truck56,261.6348247512097,3
demand7,truck3,223.68755987586968,19
demand7,truck7,464.1772761239897,0
demand7,truck8,416.12382716694674,0
demand7,truck9,339.38778036573933,0
demand7,truck10,238.87642475007152,15
demand7,truck11,275.4920595365581,6
demand7,truck12,365.6641912113066,0
demand7,truck13,509.2594130806455,0
demand7,truck14,460.910731445362,0
demand7,truck15,388.22498987027353,0
demand7,truck16,303.03601375799775,0
demand7,truck18,276.7714429969445,6
demand7,truck20,232.22118000739422,17
demand7,truck21,133.63153459361138,42
demand7,truck22,201.70016553642697,25
demand7,truck23,493.9447461699631,0
demand7,truck27,504.79503880663503,0
demand7,truck29,444.04484840639736,0
demand7,truck30,429.56965577819466,0
demand7,truck31,343.20083499301813,0
demand7,truck33,386.7685075355156,0
demand7,truck34,442.2688678017656,0
demand7,truck36,509.2314493822962,0
demand7,truck37,589.975201636094,0
demand7,truck38,594.8651565215897,0
demand7,truck39,716.2074924063425,0
demand7,truck40,674.9581590602014,0
demand7,truck41,672.7536644462392,0
demand7,truck43,619.0828428633295,0
demand7,truck50,770.4427349544835,0
demand7,truck51,729.1446054570409,0
demand7,truck52,388.57951020356444,0
demand7,truck53,414.67836537590534,0
demand7,truck54,371.55152191106373,0
demand7,truck44,404.706531990168,0
demand7,truck47,418.6673057797504,0
demand7,truck56,302.29304537633976,0
demand8,truck3,93.99987640131991,24
demand8,truck7,310.01871782216233,0
demand8,truck8,261.96526886511936,5
demand8,truck9,197.97682796116558,12
demand8,truck10,97.78763703121538,24
demand8,truck11,61.20811640195792,24
demand8,truck12,160.7469850170585,17
demand8,truck13,383.0758113544766,0
demand8,truck14,334.85042750791956,0
demand8,truck15,276.37283255187543,3
demand8,truck16,236.4986157331893,8
demand8,truck18,211.30518371049902,11
demand8,truck20,299.8730643856095,0
