demand_node_index,truck_node_index,distance,scaled_demand
demand0,truck0,146.42110861079016,31
demand0,truck1,104.79204578414127,39
demand0,truck2,228.24125805598544,14
demand0,truck8,136.31590906143782,33
demand0,truck9,208.09082027454062,18
demand0,truck10,308.8932789096301,0
demand0,truck12,231.98561182628265,14
demand0,truck15,284.2885633843428,3
demand0,truck16,364.3684782448691,0
demand0,truck17,383.2559204197206,0
demand0,truck18,421.1161921725146,0
demand0,truck22,346.2684093900332,0
demand0,truck23,267.68266829616846,6
demand0,truck27,376.39983467277483,0
demand0,truck30,519.2489095551751,0
demand0,truck31,603.7250246701349,0
demand0,truck33,626.7910269481345,0
demand0,truck34,563.0068328866948,0
demand0,truck36,576.8418099894953,0
demand0,truck37,500.74446620775217,0
demand0,truck41,583.8268241365848,0
demand0,truck42,661.7069340263463,0
demand0,truck45,676.2982804710972,0
demand0,truck52,366.4744029347084,0
demand0,truck53,337.25591604200184,0
demand0,truck54,439.23259132803787,0
demand0,truck44,472.38760140714214,0
demand0,truck55,675.7706111597934,0
demand1,truck0,162.33915811811465,10
demand1,truck1,120.71009529146576,13
demand1,truck2,244.15930756330997,4
demand1,truck8,132.82216129798942,13
demand1,truck9,204.59707251109222,7
demand1,truck10,305.39953114618174,0
demand1,truck12,228.49186406283425,5
demand1,truck15,280.7948156208944,1
demand1,truck16,360.87473048142067,0
demand1,truck17,379.7621726562722,0
demand1,truck18,417.6224444090662,0
demand1,truck22,342.7746616265848,0
demand1,truck23,264.18892053272003,3
demand1,truck27,372.9060869093264,0
demand1,truck30,515.7551617917267,0
demand1,truck31,600.2312769066864,0
demand1,truck33,623.297279184686,0
demand1,truck34,559.5130851232464,0
demand1,truck36,573.3480622260469,0
demand1,truck37,497.25071844430374,0
demand1,truck41,580.3330763731364,0
demand1,truck42,658.2131862628978,0
demand1,truck45,672.8045327076487,0
demand1,truck52,362.98065517125997,0
demand1,truck53,333.7621682785534,0
demand1,truck54,435.73884356458944,0
demand1,truck44,468.8938536436937,0
demand1,truck55,672.2768633963449,0
demand2,truck0,270.4290166979076,6
demand2,truck1,231.10864039106482,14
demand2,truck2,110.3793414895847,38
demand2,truck8,113.77854156039554,37
demand2,truck9,111.96374968712873,38
demand2,truck10,212.76620832221823,17
demand2,truck12,74.73390674302166,40
demand2,truck15,190.35975427783865,22
demand2,truck16,270.43966913836493,6
demand2,truck17,289.32711131321645,2
demand2,truck18,326.28375500150185,0
demand2,truck22,250.14133880262133,10
demand2,truck23,247.09606148653955,11
demand2,truck27,355.8132278631459,0
demand2,truck30,425.3201004486709,0
demand2,truck31,509.7962155636307,0
