demand_node_index,truck_node_index,distance,scaled_demand
demand0,truck0,146.42110861079016,33
demand0,truck1,104.79204578414127,42
demand0,truck6,124.29459408897353,38
demand0,truck8,136.31590906143782,35
demand0,truck10,308.8932789096301,0
demand0,truck11,333.7323434154395,0
demand0,truck12,231.98561182628265,15
demand0,truck13,158.02610754668802,31
demand0,truck14,207.25030701282463,20
demand0,truck15,284.2885633843428,3
demand0,truck16,364.3684782448691,0
demand0,truck27,376.39983467277483,0
demand0,truck31,603.7250246701349,0
demand0,truck33,626.7910269481345,0
demand0,truck36,576.8418099894953,0
demand0,truck42,661.7069340263463,0
demand0,truck43,687.2948889068637,0
demand0,truck52,366.4744029347084,0
demand0,truck44,472.38760140714214,0
demand0,truck55,675.7706111597934,0
demand1,truck0,162.33915811811465,12
demand1,truck1,120.71009529146576,15
demand1,truck6,120.80084632552513,15
demand1,truck8,132.82216129798942,14
demand1,truck10,305.39953114618174,0
demand1,truck11,330.23859565199115,0
demand1,truck12,228.49186406283425,6
demand1,truck13,154.53235978323963,12
demand1,truck14,203.75655924937624,8
demand1,truck15,280.7948156208944,2
demand1,truck16,360.87473048142067,0
demand1,truck27,372.9060869093264,0
demand1,truck31,600.2312769066864,0
demand1,truck33,623.297279184686,0
demand1,truck36,573.3480622260469,0
demand1,truck42,658.2131862628978,0
demand1,truck43,683.8011411434152,0
demand1,truck52,362.98065517125997,0
demand1,truck44,468.8938536436937,0
demand1,truck55,672.2768633963449,0
demand2,truck0,270.4290166979076,6
demand2,truck1,231.10864039106482,13
demand2,truck6,201.15757059203833,19
demand2,truck8,113.77854156039554,36
demand2,truck10,212.76620832221823,17
demand2,truck11,176.4806383321785,24
demand2,truck12,74.73390674302166,39
demand2,truck13,234.88908404975282,13
demand2,truck14,186.66370020319573,22
demand2,truck15,190.35975427783865,21
demand2,truck16,270.43966913836493,6
demand2,truck27,355.8132278631459,0
demand2,truck31,509.7962155636307,0
demand2,truck33,532.8622178416304,0
demand2,truck36,482.9837096927662,0
demand2,truck42,567.8488337296171,0
demand2,truck43,593.4367886101345,0
demand2,truck52,272.54559382820423,5
demand2,truck44,378.458792300638,0
demand2,truck55,581.8418020532891,0
demand14,truck0,352.38373787860223,0
demand14,truck1,313.0633615717594,0
demand14,truck6,283.11229177273293,4
demand14,truck8,195.7332627410902,24
demand14,truck10,219.7996745749723,18
demand14,truck11,257.3863449780353,10
demand14,truck12,155.63961338887844,33
demand14,truck13,199.63489214255472,23
demand14,truck14,151.2862105072712,34
demand14,truck15,78.60046893218275,46
demand14,truck16,158.68038379270902,33
demand14,truck27,277.00183708561906,5
demand14,truck31,398.0369302179749,0
demand14,truck33,421.1029324959745,0
demand14,truck36,371.22442434711036,0
demand14,truck42,456.0895483839613,0
demand14,truck43,481.6775032644786,0
demand14,truck52,160.78630848254835,32
demand14,truck44,266.69950695498216,8
demand14,truck55,470.0825167076334,0
demand15,truck0,237.44222434708465,15
demand15,truck1,198.12184804024187,24
demand15,truck6,168.17077824121534,31
demand15,truck8,80.79174920957256,47
demand15,truck10,253.36911905776486,11
demand15,truck11,278.2081835635742,5
demand15,truck12,176.46145197441737,29
demand15,truck13,155.1835606499316,34
demand15,truck14,106.83487901464807,45
demand15,truck15,183.87313538616624,27
demand15,truck16,263.9530502466925,8
demand15,truck27,275.98440667459823,6
demand15,truck31,503.30959667195833,0
demand15,truck33,526.375598949958,0
demand15,truck36,476.4263819913187,0
demand15,truck42,561.2915060281696,0
demand15,truck43,586.879460908687,0
demand15,truck52,266.05897493653185,8
demand15,truck44,371.9721734089656,0
demand15,truck55,575.3551831616168,0
demand16,truck0,249.40327718481623,4
demand16,truck1,227.81756052314952,5
demand16,truck6,180.13183107894693,8
demand16,truck8,163.41396295977228,10
demand16,truck10,335.99133280796457,0
demand16,truck11,360.830397313774,0
demand16,truck12,259.0836657246171,3
demand16,truck13,79.75717870857969,14
demand16,truck14,82.38423764917482,14
demand16,truck15,159.422494020693,10
demand16,truck16,239.50240888121925,4
demand16,truck27,251.53376530912502,3
demand16,truck31,478.8589553064851,0
demand16,truck33,501.92495758448473,0
demand16,truck36,451.97574062584545,0
demand16,truck42,536.8408646626963,0
demand16,truck43,562.4288195432136,0
demand16,truck52,241.60833357105858,4
demand16,truck44,347.52153204349236,0
demand16,truck55,550.9045417961436,0
demand17,truck0,357.4541512655187,0
demand17,truck1,335.868434603852,0
demand17,truck6,288.1827051596494,1
demand17,truck8,220.48909646459612,7
demand17,truck10,393.0664663127884,0
demand17,truck11,417.9055308185978,0
demand17,truck12,316.15879922944094,0
demand17,truck13,187.8080527892822,10
demand17,truck14,139.45937115399866,14
demand17,truck15,216.49762752551683,8
demand17,truck16,296.5775423860431,0
demand17,truck27,221.48177840676445,7
demand17,truck31,449.07019063467504,0
demand17,truck33,472.1361929126747,0
demand17,truck36,421.9237537234849,0
demand17,truck42,506.7888777603358,0
demand17,truck43,532.3768326408532,0
demand17,truck52,211.8195688992485,8
demand17,truck44,317.7327673716823,0
demand17,truck55,521.1157771243335,0
demand19,truck0,356.5155342393721,0
demand19,truck1,334.92981757770536,0
demand19,truck6,287.24408813350277,2
demand19,truck8,219.55047943844954,15
demand19,truck10,326.8496496198544,0
demand19,truck11,364.4363200229174,0
demand19,truck12,262.68958843376055,7
demand19,truck13,186.86943576313558,21
demand19,truck14,138.52075412785206,30
demand19,truck15,148.82027011079208,28
demand19,truck16,202.38620781929112,18
demand19,truck27,191.1897009976063,20
demand19,truck31,352.9237422436541,0
demand19,truck33,375.98974452165373,0
demand19,truck36,326.11123637278956,0
demand19,truck42,410.9763604096405,0
demand19,truck43,436.5643152901578,0
demand19,truck52,115.67312050822767,34
demand19,truck44,221.58631898066142,15
demand19,truck55,424.9693287333126,0
demand20,truck0,412.7644175329536,0
demand20,truck1,391.1787008712868,0
demand20,truck6,343.4929714270843,0
demand20,truck8,275.799362732031,1
demand20,truck10,291.87857175538977,0
demand20,truck11,329.7874068441704,0
demand20,truck12,235.95321416931358,3
demand20,truck13,243.11831905671707,3
demand20,truck14,194.76963742143354,5
demand20,truck15,122.08389584634513,8
demand20,truck16,148.93651249898173,7
demand20,truck27,178.43895379098896,5
demand20,truck31,299.4740469233447,0
demand20,truck33,322.54004920134435,0
demand20,truck36,272.6615410524802,1
demand20,truck42,357.5266650893311,0
demand20,truck43,383.11461996984843,0
demand20,truck52,62.22342518791825,9
demand20,truck44,168.13662366035203,6
demand20,truck55,371.5196334130032,0
demand28,truck0,394.2373860324099,0
demand28,truck1,372.6516693707432,0
demand28,truck6,324.9659399265406,0
demand28,truck8,257.2723312314874,5
demand28,truck10,429.8497010796797,0
demand28,truck11,454.688765585489,0
demand28,truck12,352.94203399633216,0
demand28,truck13,224.59128755617343,8
demand28,truck14,176.2426059208899,14
demand28,truck15,252.39649288569262,5
demand28,truck16,303.4432020573736,0
demand28,truck27,115.74967532049355,20
demand28,truck31,400.88732520569783,0
demand28,truck33,403.22981598016264,0
demand28,truck36,316.191650637214,0
demand28,truck42,401.05677467406497,0
demand28,truck43,426.6447295545823,0
demand28,truck52,216.7301147463101,9
demand28,truck44,296.43445514131736,0
demand28,truck55,452.2094001918215,0
demand35,truck0,695.0054185966297,0
demand35,truck1,673.419701934963,0
demand35,truck6,625.7339724907604,0
demand35,truck8,558.040363795707,0
demand35,truck10,395.04492329734563,0
demand35,truck11,432.95375838612625,0
demand35,truck12,518.1942152329896,0
demand35,truck13,525.3593201203931,0
demand35,truck14,477.01063848510955,0
demand35,truck15,404.3248969100211,0
demand35,truck16,320.00831756063843,0
demand35,truck27,363.87038910940424,0
demand35,truck31,83.33875967591797,47
demand35,truck33,70.51831250346069,47
demand35,truck36,193.8039649683683,25
demand35,truck42,277.2446929507572,5
demand35,truck43,302.8326478312745,0
demand35,truck52,315.8604052424093,0
demand35,truck44,214.4693296753733,20
demand35,truck55,167.64185033495994,31
demand37,truck0,758.1354379012452,0
demand37,truck1,736.5497212395784,0
demand37,truck6,688.8639917953758,0
demand37,truck8,621.1703831003224,0
demand37,truck10,520.0012419768041,0
demand37,truck11,557.9100770655846,0
demand37,truck12,581.39494334738,0
demand37,truck13,588.4893394250086,0
demand37,truck14,540.140657789725,0
demand37,truck15,467.5256250244116,0
demand37,truck16,383.20904567502896,0
demand37,truck27,384.3000819862123,0
demand37,truck31,265.47459971663284,3
demand37,truck33,226.54110423617988,6
demand37,truck36,170.74441517335453,10
demand37,truck42,95.4623867649104,15
demand37,truck43,121.05034164542775,13
demand37,truck52,379.0611333567998,0
demand37,truck44,277.6700577897638,2
demand37,truck55,145.1683225688168,12
demand39,truck0,839.2159747517145,0
demand39,truck1,817.6302580900477,0
demand39,truck6,769.9445286458451,0
demand39,truck8,702.2509199507917,0
demand39,truck10,601.0110700174982,0
demand39,truck11,638.9199051062789,0
demand39,truck12,662.4047713880743,0
demand39,truck13,669.5698762754779,0
demand39,truck14,621.2211946401943,0
demand39,truck15,548.5354530651058,0
demand39,truck16,464.2188737157231,0
demand39,truck27,502.46956722099094,0
demand39,truck31,296.1949397153408,0
demand39,truck33,257.26144423488785,2
demand39,truck36,332.40314307995504,0
demand39,truck42,260.37200916664216,2
demand39,truck43,230.37813423989664,3
demand39,truck52,460.07096139749393,0
demand39,truck44,358.6798858304579,0
demand39,truck55,175.88866256752476,6
demand40,truck0,774.7461872563223,0
demand40,truck1,753.1604705946555,0
demand40,truck6,705.4747411504529,0
demand40,truck8,637.7811324553995,0
demand40,truck10,536.5412825221059,0
demand40,truck11,574.4501176108865,0
demand40,truck12,597.934983892682,0
demand40,truck13,605.1000887800857,0
demand40,truck14,556.7514071448021,0
demand40,truck15,484.0656655697136,0
demand40,truck16,399.7490862203309,0
demand40,truck27,437.9997797255988,0
demand40,truck31,231.72515221994863,6
demand40,truck33,192.7916567394957,10
demand40,truck36,228.41182832902152,7
demand40,truck42,153.1297999205774,14
demand40,truck43,123.0247937487199,17
demand40,truck52,395.6011739021018,0
demand40,truck44,294.21009833506577,1
demand40,truck55,111.41887507213262,18
demand41,truck0,640.080804715939,0
demand41,truck1,618.4950880542724,0
demand41,truck6,570.8093586100697,0
demand41,truck8,503.1157499150164,0
demand41,truck10,578.3235356565509,0
demand41,truck11,616.2323707453315,0
demand41,truck12,589.0955290468153,0
demand41,truck13,470.4347062397025,0
demand41,truck14,422.086024604419,0
demand41,truck15,475.22621072384686,0
demand41,truck16,441.5313393547758,0
demand41,truck27,285.78127963041845,1
demand41,truck31,397.4010066115106,0
demand41,truck33,358.4675111310576,0
demand41,truck36,229.36449917074913,3
demand41,truck42,154.082470762305,7
demand41,truck43,179.67042564282232,5
demand41,truck52,386.76171905623505,0
demand41,truck44,335.99235146951065,0
demand41,truck55,277.09472946369453,1
demand44,truck0,616.4529129175122,0
demand44,truck1,594.8671962558456,0
demand44,truck6,547.1814668116428,0
demand44,truck8,479.48785811658956,0
demand44,truck10,593.2175317500082,0
demand44,truck11,631.1263668387888,0
demand44,truck12,575.1575608814345,0
demand44,truck13,446.80681444127566,0
demand44,truck14,398.45813280599214,0
demand44,truck15,474.61201977079475,0
demand44,truck16,456.4253354482331,0
demand44,truck27,300.67527572387576,0
demand44,truck31,412.29500270496794,0
demand44,truck33,373.361507224515,0
demand44,truck36,244.25849526420646,7
demand44,truck42,168.97646685576234,17
demand44,truck43,194.56442173627966,14
demand44,truck52,401.65571514969236,0
demand44,truck44,350.88634756296796,0
demand44,truck55,291.9887255571519,1
demand47,truck0,720.8297178041361,0
demand47,truck1,699.2440011424693,0
demand47,truck6,651.5582716982667,0
demand47,truck8,583.8646630032133,0
demand47,truck10,441.3708927693498,0
demand47,truck11,479.2797278581304,0
demand47,truck12,544.018514440496,0
demand47,truck13,551.1836193278995,0
demand47,truck14,502.83493769261594,0
demand47,truck15,430.1491961175275,0
demand47,truck16,345.8326167681448,0
demand47,truck27,384.08331027341274,0
demand47,truck31,129.66472914792215,22
demand47,truck33,90.7312336674692,26
demand47,truck36,214.0168861323768,11
demand47,truck42,224.0330123816795,10
demand47,truck43,249.6209672621968,7
demand47,truck52,341.68470444991567,0
demand47,truck44,240.2936288828797,8
demand47,truck55,114.43016976588224,24
demand52,truck0,259.44555667059757,3
demand52,truck1,220.12518036375482,6
demand52,truck6,190.1741105647283,8
demand52,truck8,102.79508153308551,15
demand52,truck10,169.12407080270054,10
demand52,truck11,206.71074120576355,7
demand52,truck12,104.96400961660672,15
demand52,truck13,223.9056240224428,6
demand52,truck14,175.6802401758857,9
demand52,truck15,146.717616758321,11
demand52,truck16,226.79753161884724,5
demand52,truck27,344.82976783583587,0
demand52,truck31,466.1540780441131,0
demand52,truck33,489.2200803221127,0
demand52,truck36,439.34157217324855,0
demand52,truck42,524.2066962100995,0
demand52,truck43,549.7946510906169,0
demand52,truck52,228.90345630868657,5
demand52,truck44,334.81665478112035,0
demand52,truck55,538.1996645337715,0
